"type","w1_str","w2_str","bi.freq","w1.freq","w2.freq"
"is_miss","is","miss",61,970830,11474
"could_deliver","could","deliver",31,143186,2099
"my_video","my","video",14,145643,6414
"circulated_among","circulated","among",13,637,22382
"cleanliness_of","cleanliness","of",28,293,3041281
"and_queen's","and","queen's",22,2614893,1831
"indignant_at","indignant","at",20,241,521986
"by_factors","by","factors",51,511973,8603
"the_complacent","the","complacent",16,6036130,300
"the_cypriots","the","cypriots",11,6036130,53
"or_crash","or","crash",13,368104,2384
"many_conservatives","many","conservatives",17,88334,2209
"top_weight","top","weight",33,25487,8329
"happen_the","happen","the",72,8485,6036130
"the_wing-tip","the","wing-tip",15,6036130,45
"envisage_a","envisage","a",63,418,2169721
"window_glass","window","glass",18,9845,9258
"systems_have","systems","have",234,16988,447159
"otto_had","otto","had",16,451,412099
"computer_security","computer","security",25,13500,13449
"in_prizes","in","prizes",15,1937245,1118
"very_poorest","very","poorest",17,118143,553
"elected_its","elected","its",15,5299,160263
"the_agrarian","the","agrarian",76,6036130,342
"not_practical","not","practical",62,448154,7576
"has_ruled","has","ruled",121,252098,2387
"all_educational","all","educational",21,275882,5798
"the_unemployment","the","unemployment",394,6036130,6353
"their_australian","their","australian",14,254217,2503
"punishment_was","punishment","was",78,2188,860745
"to_andy","to","andy",41,2593392,2494
"toys_with","toys","with",15,1124,658333
"this_sum","this","sum",100,452531,4392
"american_critics","american","critics",16,15984,2541
"laws_in","laws","in",140,4731,1937245
"scheme_you","scheme","you",27,11946,579748
"process_i","process","i",32,22422,720226
"foot_with","foot","with",48,7141,658333
"group_group","group","group",13,39624,39624
"of_rap","of","rap",17,3041281,414
"administered_at","administered","at",13,970,521986
"second_approach","second","approach",58,40543,15944
"its_inputs","its","inputs",17,160263,738
"be_interchangeable","be","interchangeable",12,649613,182
"permit_and","permit","and",37,1618,2614893
"and_leaflets","and","leaflets",55,2614893,800
"biomorph_land","biomorph","land",16,33,20515
"little_microphone","little","microphone",14,62274,715
"hills_has","hills","has",13,2987,252098
"slogan_on","slogan","on",12,460,727437
"in_between","in","between",1108,1937245,90462
"d_phil","d","phil",26,13909,1860
"government_towards","government","towards",27,56094,27224
"have_significance","have","significance",17,447159,4600
"repeat_to","repeat","to",83,3054,2593392
"that_response","that","response",32,1048180,11780
"prove_me","prove","me",16,5587,129661
"purchase_all","purchase","all",17,4437,275882
"actors_have","actors","have",36,1525,447159
"with_restricted","with","restricted",20,658333,3100
"and_enquired","and","enquired",27,2614893,726
"it's_fresh","it's","fresh",15,126327,6568
"scottish_conservative","scottish","conservative",26,9878,7061
"cleveland_ambulance","cleveland","ambulance",15,1638,1623
"of_adjusting","of","adjusting",41,3041281,513
"sought_advice","sought","advice",28,5263,10204
"document_called","document","called",22,5222,32302
"coming_slowly","coming","slowly",14,19346,7358
"psychological_society","psychological","society",24,2730,22380
"long_into","long","into",53,55459,157599
"robert_that","robert","that",16,7472,1048180
"rescue_team","rescue","team",65,2246,18207
"brackets_in","brackets","in",29,639,1937245
"a_sidecar","a","sidecar",17,2169721,76
"as_david","as","david",142,653528,13923
"just_agreed","just","agreed",17,125369,14098
"common_currency","common","currency",76,19758,3452
"hard_mouth","hard","mouth",15,22100,8737
"tempt_me","tempt","me",28,279,129661
"language_only","language","only",15,18459,148191
"both_i","both","i",44,67232,720226
"human_resources","human","resources",171,19175,10368
"landing_to","landing","to",26,2339,2593392
"guarantee_is","guarantee","is",49,2986,970830
"calls_were","calls","were",68,6040,307547
"be_enormous","be","enormous",59,649613,4034
"has_but","has","but",47,252098,443525
"to_sustainable","to","sustainable",29,2593392,677
"coterie_of","coterie","of",32,73,3041281
"would_multiply","would","multiply",11,228948,539
"it's_grown","it's","grown",27,126327,4151
"arm_risc","arm","risc",11,8349,832
"penry_vaughan","penry","vaughan",54,402,531
"winning_two","winning","two",14,4116,150771
"margaret's_hope","margaret's","hope",16,245,16999
"persecuted_and","persecuted","and",18,173,2614893
"licence_as","licence","as",25,3606,653528
"punishment_should","punishment","should",19,2188,104688
"tory_party","tory","party",338,3563,37409
"hello_i'm","hello","i'm",34,1944,62149
"mountain_or","mountain","or",21,3781,368104
"mrs_clark","mrs","clark",14,20175,1553
"most_profitable","most","profitable",110,97960,1339
"livery_of","livery","of",30,290,3041281
"appear_more","appear","more",63,10732,208888
"caesar_is","caesar","is",11,391,970830
"special_facilities","special","facilities",37,21505,7384
"friendships_and","friendships","and",46,379,2614893
"wuthering_heights","wuthering","heights",89,91,952
"of_finality","of","finality",31,3041281,136
"that_fate","that","fate",27,1048180,2113
"has_conquered","has","conquered",12,252098,335
"bright_but","bright","but",46,5223,443525
"aiming_point","aiming","point",16,990,39308
"still_making","still","making",64,71594,26946
"increased_taxes","increased","taxes",24,12935,2783
"which_spreads","which","spreads",14,364831,470
"fall_heavily","fall","heavily",12,10850,3929
"diarrhoea_which","diarrhoea","which",13,732,364831
"wound_which","wound","which",16,2020,364831
"press_which","press","which",88,12709,364831
"failure_or","failure","or",79,7638,368104
"something_by","something","by",77,49484,511973
"coup_by","coup","by",41,1705,511973
"solid_walls","solid","walls",17,3540,5823
"postmodern_culture","postmodern","culture",20,157,8431
"dalgliesh_said","dalgliesh","said",20,262,193749
"be_britain's","be","britain's",28,649613,5098
"landlord_from","landlord","from",18,2385,423379
"be_believed","be","believed",208,649613,7961
"hair_fall","hair","fall",12,13329,10850
"chemical_waste","chemical","waste",19,4407,6609
"most_picturesque","most","picturesque",21,97960,599
"program_has","program","has",53,4008,252098
"have_marked","have","marked",47,447159,5640
"as_speed","as","speed",27,653528,7611
"embarrass_you","embarrass","you",19,202,579748
"skulls_of","skulls","of",22,232,3041281
"work_included","work","included",22,88987,12201
"all_external","all","external",22,275882,4879
"pension_book","pension","book",29,4396,23959
"fellow_had","fellow","had",16,4238,412099
"automatic_in","automatic","in",13,2291,1937245
"only_write","only","write",16,148191,10620
"please_look","please","look",23,12572,50938
"your_presentation","your","presentation",60,133494,3148
"companies_seem","companies","seem",14,17411,16483
"take_immediate","take","immediate",49,69307,5971
"tourist_destination","tourist","destination",11,1972,1099
"rather_disappointing","rather","disappointing",19,41714,987
"boxing_board","boxing","board",17,1156,14743
"e_the","e","the",961,23315,6036130
"promised_an","promised","an",45,4102,336611
"exit_visa","exit","visa",13,1215,416
"lie_but","lie","but",22,5009,443525
"unveil_the","unveil","the",19,128,6036130
"a_suffolk","a","suffolk",36,2169721,1132
"campbell_in","campbell","in",30,1339,1937245
"gulf_area","gulf","area",13,3287,33100
"normal_classroom","normal","classroom",14,12142,2227
"considered_an","considered","an",156,13208,336611
"the_ego","the","ego",416,6036130,994
"twenty_fifty","twenty","fifty",11,14658,8219
"st_michael's","st","michael's",104,14221,349
"which_parliament","which","parliament",65,364831,9419
"expressed_his","expressed","his",221,7104,409172
"on_routine","on","routine",28,727437,3087
"coded_message","coded","message",17,388,6642
"old_shoes","old","shoes",26,52429,3441
"left_onto","left","onto",36,44851,6036
"couldn't_pick","couldn't","pick",17,16120,6244
"curriculum_developments","curriculum","developments",13,5263,4971
"capping_the","capping","the",11,251,6036130
"with_truth","with","truth",47,658333,7894
"their_prowess","their","prowess",18,254217,272
"trumpet_and","trumpet","and",35,345,2614893
"was_although","was","although",18,860745,42708
"source_who","source","who",13,8952,191162
"and_features","and","features",145,2614893,8600
"updating_the","updating","the",66,390,6036130
"sex_pistols","sex","pistols",126,8114,307
"their_material","their","material",94,254217,13255
"they_interfere","they","interfere",11,374148,1017
"own_glass","own","glass",30,68842,9258
"stories_he","stories","he",26,4563,588865
"brutish_and","brutish","and",21,65,2614893
"tax_see","tax","see",24,16194,113356
"mouth_but","mouth","but",86,8737,443525
"been_fine","been","fine",33,259718,12244
"tue_NUM","tue","NUM",263,295,1265511
"long_pointed","long","pointed",29,55459,6011
"enjoyed_reading","enjoyed","reading",24,4921,10462
"of_interpreters","of","interpreters",18,3041281,233
"this_gun","this","gun",21,452531,3335
"of_intercourse","of","intercourse",29,3041281,898
"gates_but","gates","but",12,2083,443525
"he_chipped","he","chipped",14,588865,301
"to_riot","to","riot",12,2593392,926
"led_directly","led","directly",44,15045,8588
"alan_moore","alan","moore",11,4631,1548
"NUM_rhythm","NUM","rhythm",13,1265511,1462
"or_sorcery","or","sorcery",12,368104,113
"also_obliged","also","obliged",12,123293,1980
"pure_coincidence","pure","coincidence",17,3281,842
"solidarity_in","solidarity","in",21,1069,1937245
"by_businessmen","by","businessmen",13,511973,938
"or_brush","or","brush",14,368104,1902
"and_anguish","and","anguish",36,2614893,525
"by_isaac","by","isaac",19,511973,409
"and_referee","and","referee",23,2614893,1079
"particularly_i","particularly","i",16,21631,720226
"charles_got","charles","got",12,8137,89709
"cash_cuts","cash","cuts",15,8359,4033
"whitehead_mann","whitehead","mann",19,160,448
"action_network","action","network",17,21403,7141
"year_show","year","show",35,68321,25921
"was_nearer","was","nearer",54,860745,1697
"buttress_and","buttress","and",14,190,2614893
"those_activities","those","activities",60,86818,11413
"basically_three","basically","three",12,3032,76957
"do_ya","do","ya",58,175340,1516
"time_information","time","information",14,151986,37932
"i'll_pop","i'll","pop",41,26932,3476
"place_in","place","in",5731,47738,1937245
"flake_food","flake","food",11,265,18428
"night_air","night","air",159,33625,18098
"and_halved","and","halved",13,2614893,432
"its_transport","its","transport",21,160263,8218
"derived_peptides","derived","peptides",15,3394,268
"sunday_mornings","sunday","mornings",64,8620,754
"that_witnesses","that","witnesses",14,1048180,1570
"coast_there","coast","there",17,4570,283568
"headphones_on","headphones","on",18,227,727437
"huddersfield_town","huddersfield","town",22,342,16894
"stanza_of","stanza","of",13,130,3041281
"pound_one","pound","one",16,6499,287758
"youth_with","youth","with",52,5205,658333
"that_very","that","very",854,1048180,118143
"of_mini","of","mini",22,3041281,790
"techniques_by","techniques","by",32,5848,511973
"his_superior","his","superior",97,409172,2150
"made_major","made","major",22,91349,27994
"d_b's","d","b's",14,13909,134
"of_measures","of","measures",322,3041281,6829
"entrenchment_of","entrenchment","of",12,20,3041281
"NUM_idem","NUM","idem",52,1265511,66
"arm_or","arm","or",55,8349,368104
"riding_to","riding","to",25,2437,2593392
"claims_will","claims","will",41,8863,250441
"being_contrary","being","contrary",11,87540,2912
"i_stuffed","i","stuffed",17,720226,864
"back_only","back","only",55,96552,148191
"polo_neck","polo","neck",16,528,5221
"was_daft","was","daft",19,860745,623
"with_rage","with","rage",185,658333,1208
"like_before","like","before",77,146876,84765
"of_brine","of","brine",15,3041281,170
"was_crying","was","crying",224,860745,1837
"fire_which","fire","which",144,13311,364831
"wales_came","wales","came",11,8938,44644
"la_to","la","to",11,5044,2593392
"car_arrived","car","arrived",11,26136,8380
"we_step","we","step",16,299533,8426
"cash_when","cash","when",13,8359,208943
"and_economics","and","economics",133,2614893,2455
"right_john","right","john",21,79132,29906
"product_identifier","product","identifier",36,10969,582
"worst_that","worst","that",42,4908,1048180
"man_as","man","as",374,54479,653528
"that_pipe","that","pipe",22,1048180,2421
"first_exhibition","first","exhibition",49,120285,5305
"ribs_as","ribs","as",11,650,653528
"of_blazing","of","blazing",25,3041281,603
